序號,漢字,Unicode,字集,有疑問／想挑戰紀錄,台客語,IICore台,IICore港,甲表,乙表,小字典,重編,縣市名,路名,姓氏,考生,城市,JIS,字型數,分類,附註
5304,謾,08B3E,Big5-2,,B,B,,V,,V,,,,,,2,,13,常用詞,謾罵
5305,譙,08B59,Big5-1,,A,,,V,,V,,,38,3,,3,,13,常用詞,
5635,譟,08B5F,Big5-1,,A,,,V,,V,,,,,,2,,12,常用詞,鼓譟
6337,譫,08B6B,Big5-1,客,A,,,,,V,,,,,,2,,10,,
6657,譭,08B6D,Big5-2,,B,B,,,,,,,,,,,,9,,
5977,讎,08B8E,Big5-2,,C,,,V,,V,,,,,,2,,11,,
6338,讜,08B9C,Big5-1,,A,,,V,,V,,,,,,4,,10,,
5306,讞,08B9E,Big5-2,客,C,,,V,,V,,,,,,4,,13,常用詞,三審定讞
5307,豊,08C4A,Big5-2,,A,A,,,V,V,,21,192,158,11,1,常,13,姓氏、人名,人名常用
6988,豳,08C73,Big5-1,,A,,,V,,V,,,,,,4,,8,,
6659,豸,08C78,Big5-2,台,B,,,V,,V,,,,,,2,,9,,
5308,貅,08C85,Big5-2,,,,,V,,V,,,,,,2,,13,動植物,貔貅、猛獸、公司行號多
5309,貔,08C94,Big5-2,,,,,V,,V,,,,,,2,,13,動植物,貔貅，同上條
4112,貘,08C98,Big5-2,,B,,,V,,V,,,,,,2,,14,不分類,14 都有收
5978,賡,08CE1,Big5-1,,A,,,V,,V,,,1,11,,3,,11,,
5979,賸,08CF8,Big5-1,,A,,,V,,V,,,,15,,3,,11,,
6990,賻,08CFB,Big5-1,,A,A,,V,,V,,,,,,2,,8,,
5981,贔,08D14,Big5-2,,B,,,V,,V,,,,3,,2,,11,,
5982,赶,08D76,Big5-2,,,,,V,,V,,,,,,,,11,,
6339,趖,08D96,Big5-2,台、客,C,,,,,,,,,,,,,10,,
6991,趯,08DAF,Big5-2,,,,,V,,V,,,,2,,3,,8,,側、勒、弩、趯、策、掠、啄、磔。
5983,跖,08DD6,Big5-2,,,,,V,,V,,,,,,2,,11,,
4200,跤,08DE4,Big5-1,台,A,A,,V,V,V,,,,,,,,14,不分類,14 都有收
5311,跩,08DE9,Big5-2,台,C,,,V,,V,,,,,,,,13,常用詞,跩ㄓㄨㄞˇ
6662,跫,08DEB,Big5-2,,B,,,V,,V,,,,,,2,,9,,
5312,踉,8.00E+09,Big5-2,,B,,,V,,V,,,,,,2,,13,常用詞,踉蹌
5638,踊,08E0A,Big5-2,,A,A,,V,,V,,,,,,1,常,12,常用詞,日本舞踊
5313,踞,08E1E,Big5-1,客,A,A,,V,V,V,,,,,,2,,13,常用詞,龍蹯虎踞
4212,踪,08E2A,CJK,,,A,,,,V,,,,,,2,常,14,不分類,14 都有收
5314,踮,08E2E,Big5-2,台,B,,,V,V,V,,,,,,,,13,常用詞,踮腳尖
5985,踰,8.00E+30,Big5-2,,A,A,,V,,V,,,,4,,2,,11,,
6663,踽,08E3D,Big5-2,,B,,,V,,V,,,,,,3,,9,,踽踽而行
6343,蹇,8.00E+47,Big5-2,,A,A,,V,,V,,,46,4,,2,,10,,
5315,蹌,08E4C,Big5-2,台,C,,,V,,V,,,,,,2,,13,常用詞,踉蹌
6344,蹓,8.00E+53,Big5-2,台,B,,,V,,V,,,,,,,,10,,
5639,蹕,8.00E+55,Big5-1,,A,,,V,,V,,,,4,,2,,12,中國地名,國文常出現 （帝王出巡時的交通管制）
9757,蹚,08E5A,Big5-2,,B,,,V,,V,,,,,,,,4,,蹚渾水
4225,蹟,08E5F,Big5-1,台、客,A,A,,V,V,V,,,,3,,1,人,14,不分類,14 都有收
5640,蹠,8.00E+60,Big5-2,,A,A,,V,,V,,,,,1,2,,12,,蹠骨
5986,蹧,8.00E+67,Big5-2,台,C,,,V,V,V,,,,,,,,11,,
5316,蹩,8.00E+69,Big5-2,,B,,,V,,V,,,,,,,,13,常用詞,蹩腳
5317,蹭,08E6D,Big5-2,客,A,,,V,,V,,,,,,4,,13,常用詞,蹭熱度
4231,蹴,8.00E+74,Big5-1,客,A,A,,V,V,V,,,,,,1,常,14,不分類,14 都有收
5318,躋,08E8B,Big5-1,,A,A,,V,,V,,,,1,,2,,13,常用詞,躋身上游
6995,躓,8.00E+93,Big5-1,,A,,,V,,V,,,,,,2,,8,,
6345,躕,8.00E+95,Big5-2,,C,,,V,,V,,,,,,,,10,,踟躕
5987,躥,08EA5,Big5-2,,C,,,V,,V,,,,,,,,11,,
6346,軏,08ECF,Big5-1,,A,,,V,,V,,,,3,,,,10,,
5641,軫,08EEB,Big5-2,,A,A,,V,,V,,,,50,,2,,12,命名常用,
5988,輳,08F33,Big5-1,,A,A,,V,,V,,,,,,2,,11,,
5319,轆,08F46,Big5-2,台,B,B,,V,,V,,,,,1,2,,13,常用詞,飢腸轆轆
6999,轤,08F64,Big5-2,,C,,,V,,V,,,,,,2,,8,,轆轤
11212,辵,08FB5,CJK,,,,,,,V,,,,,,3,,3,,
6671,迓,08FD3,Big5-2,,B,,,V,,V,,,,,,4,,9,,
5320,迤,08FE4,Big5-1,,A,,,V,V,V,,,,1,,3,,13,連綿詞,逶迤
5321,迨,08FE8,Big5-1,,A,,,V,,V,,,,,,3,,13,古漢文,意義同「待」，google map上面一堆亂碼w
5322,迸,08FF8,Big5-1,台,A,A,,V,V,V,,,,,,2,,13,常用詞,迸發
6352,逑,9011,Big5-2,,A,A,,V,,V,,,,3,,2,,10,,
5989,逡,9021,Big5-2,,A,A,,V,,V,,,,,,2,,11,,
8030,逭,0902D,Big5-2,,,,,V,,V,,,,,,3,,6,,罪無可逭
5644,逶,9036,Big5-1,,A,,,V,V,V,,,,,,2,,12,,逶迤
5323,遛,0905B,Big5-1,台,A,,,V,,V,,,,,,,,13,常用詞,遛狗
6353,遝,0905D,Big5-1,,A,A,,V,,V,,,,,,4,,10,,雜遝
5324,遢,9062,Big5-1,客,A,,,V,,V,,,,,,,,13,常用詞,邋遢
6354,遯,0906F,Big5-2,,,A,,V,,V,,,,,,2,,10,,易經六十四卦
5325,遶,9076,Big5-2,客,C,,,V,,V,,1,,,,2,,13,常用詞,媽祖遶境
4382,邃,9083,Big5-1,,A,A,,V,V,V,,,,,,2,,14,不分類,14 都有收
5326,邈,9088,Big5-1,,A,A,,V,,V,,,,,,3,,13,異體,藐；看起來超容易出現在人名
5327,邋,0908B,Big5-1,客,A,,,V,,V,,,,,,,,13,常用詞,邋遢
5328,邨,090A8,CJK,,A,A,,,,V,,24,,5,,2,,13,異體,村
4394,邯,090AF,Big5-2,,A,A,,V,,V,,,3,8,,2,,14,不分類,14 都有收
5645,邰,090B0,Big5-2,,A,A,,V,,V,,,169,19,,4,,12,姓氏、人名,邰智源
6355,邶,090B6,Big5-1,,A,,,V,,V,,,,,,4,,10,,
5646,郃,090C3,Big5-1,,A,,,V,,V,,,,6,,4,,12,命名常用,
6674,郗,090D7,Big5-2,,B,,,V,,V,,,100,10,,3,,9,,
5329,郝,090DD,Big5-1,台,A,A,,V,V,V,,,3226,187,,3,,13,姓氏、人名,郝龍斌
5647,郢,9.00E+03,Big5-1,,A,,,V,,V,,,,22,,2,,12,,
5330,郤,9.00E+05,Big5-2,,C,,,V,,V,,,52,4,,2,,13,異體,隙，也是少數姓氏
6675,郾,090FE,Big5-1,,A,,,V,,V,,,,,,4,,9,,
5331,鄔,9114,Big5-2,台,B,B,,V,,V,,,2841,149,,3,,13,姓氏、人名,
5648,鄞,0911E,Big5-1,,A,,,V,,V,,,2213,147,,4,,12,,
6356,鄢,9122,Big5-2,,,,,V,,V,,,489,40,2,3,,10,,
4413,鄲,9132,Big5-2,,A,A,,V,,V,,,,,,2,,14,不分類,14 都有收
6676,鄴,9134,Big5-1,,A,,,V,,V,,,,7,,3,,9,,
6357,鄺,0913A,Big5-2,,B,B,,V,,V,,,1097,50,,4,,10,,
6358,酆,9146,Big5-2,台,,,,V,,V,,,289,17,,4,,10,,
5333,酈,9148,Big5-1,,A,,,V,,V,,,208,47,,3,,13,史地用字,《左傳．僖公元年》：「公子友帥師敗莒師于酈。」
6359,酎,0914E,Big5-2,,A,A,,V,,V,,,,,,1,常,10,,
6677,酐,9150,Big5-2,,C,,,V,,V,,,,,,,,9,,
4421,酚,0915A,Big5-2,,A,A,,V,,V,,,,,,,,14,不分類,14 都有收
8038,酞,0915E,CJK,,,,,,,,,,,,,,,6,,
5334,酢,9162,Big5-2,,A,A,,V,,V,,,,,,1,常,13,動植物,酢漿草
5650,酮,0916E,Big5-2,,A,A,,V,,V,,,,,,,,12,常用詞,生酮飲食、酮酸中毒
6360,酯,0916F,Big5-2,,B,B,,V,,V,,,,,,,,10,,
5335,酶,9176,CJK,,A,,,,,V,,,,,,,,13,科學工程,酵素
8039,酹,9179,Big5-2,,,,,V,,V,,,,,,4,,6,,念奴嬌：「人間如夢，一尊還酹江月。
5651,醂,9182,Big5-2,,,,,,,,,,,,,2,,12,常用詞,味醂
5652,醍,0918D,Big5-2,,A,A,,V,,V,,,,4,,1,人,12,常用詞,醍醐味
5653,醐,9190,Big5-2,,A,,,V,,V,,,,,,1,人,12,常用詞,醍醐味
5654,醚,0919A,Big5-2,,A,,,V,,V,,,,,,,,12,科學工程,乙醚
5336,醛,0919B,Big5-2,,A,A,,V,,V,,,,,,,,13,科學工程,甲醛
4440,醮,091AE,Big5-1,台、客,A,A,,V,,V,,,,3,,4,,14,不分類,14 都有收
5655,醯,091AF,Big5-2,,A,A,,V,,V,,,,,,2,,12,科學工程,乙醯輔酶a
5337,醱,091B1,Big5-1,,A,A,,V,,V,,,,,,3,,13,科學工程,醱酵
5338,醴,091B4,Big5-1,台,A,A,,V,,V,,,,7,1,2,,13,不分類,甜酒意、公司行號多
5656,釆,091C6,Big5-1,,A,,,V,,V,,,,51,,1,,12,部首,部首
6679,釙,091D9,Big5-1,,A,,,V,,V,,,,1,,,,9,,
5657,釩,9.10E+10,Big5-1,,A,,,V,,V,,,,47,,,,12,命名常用,元素，但企業名常用
5658,釭,091ED,Big5-1,,A,,,V,,V,,,,2,,3,,12,命名常用,
7005,釷,091F7,Big5-2,,,,,,,V,,,,2,,,,8,,釷核電\元素表
6680,釹,091F9,Big5-2,,,,,V,,V,,,,,,,,9,,釹鐵棚
6364,鈇,9207,Big5-1,,A,,,V,,V,,,,3,,3,,10,,
4463,鈎,0920E,CJK,,A,A,,,,V,,1,,,,1,,14,不分類,14 都有收
4465,鈑,9211,Big5-1,,A,A,,V,,V,,,,,,2,,14,不分類,14 都有收
5339,鈦,9226,Big5-2,,B,B,,V,,V,,,,1,,,,13,科學工程,週期表元素
5340,鈹,9239,Big5-1,,A,,,V,,V,,,,,,3,,13,科學工程,週期表元素
4473,鈺,0923A,Big5-2,,A,A,,V,,V,,,,7762,,3,,14,不分類,14 都有收
5342,鈿,0923F,Big5-1,,A,A,,V,,V,,,,51,,2,,13,姓氏、人名,公司行號多
4476,鉅,9245,Big5-1,,A,A,,V,V,V,,,,197,,2,,14,不分類,14 都有收
5992,鉈,9248,Big5-2,台、客,B,,,V,,V,,,,,,2,,11,,
5343,鉉,9249,Big5-1,,A,A,,V,,V,,,9,167,,2,,13,姓氏、人名,公司行號多
6682,鉍,0924D,Big5-1,,A,A,,V,,V,,,,3,,,,9,,
5344,鉚,0925A,Big5-1,,A,,,V,,V,,,,,,2,,13,古漢文,鉚釘
5659,鉞,0925E,Big5-2,,A,A,,V,,V,,,,45,,2,,12,命名常用,
5660,鉦,9266,Big5-2,,A,A,,V,,V,,,,326,,1,,12,命名常用,古樂器
5994,鉬,0926C,Big5-2,,C,,,V,,V,,,,,,,,11,,
6684,鉼,0927C,Big5-1,台,A,A,,V,,V,,,,,,4,,9,,
5995,銃,9283,Big5-2,台、客,A,A,,V,V,V,,,,,,1,常,11,,
5661,銑,9291,Big5-1,,A,A,,V,,V,,,,19,,1,人,12,常用詞,銑床
5996,銚,0929A,Big5-2,,,,,V,,V,,,,26,10,1,,11,,
5997,銣,092A3,Big5-2,,,,,V,,V,,,,29,,,,11,,
5998,銥,092A5,Big5-2,,C,,,V,,V,,,,8,,,,11,,
5999,銦,092A6,Big5-2,,C,,,V,,V,,,,4,,,,11,,
